id,url,scraped_date,headline,body,text,text_en,topic,sentiment,scandal_score,top_10
0,https://www.alandsradio.ax/nyheter/inga-stora-skador-efter-branden-vid-restaurang-fyren,2026-05-06 15:35:26.343183,Inga stora skador efter branden vid restaurang Fyren,"Det uppstod endast mindre skador under nattens brand utanför restaurang Fyren. Jakob Grajewskisom driver restaurangen medJessica Westerlundsäger att det är en del sotskador och ett par trasiga fönster vid entrén som man måste åtgärda, men verksamheten kan fortsätta som vanligt tack vare att det inte blev några rökskador inomhus. – Det är en tråkig start för oss, men det kunde ha gått betydligt värre, säger Jakob Grajewski. Polisen har inlett utredningsarbetet och försäkringsbolaget har också inspekterat skadorna. Vad branden beror på är ännu oklart. Räddningsledare i beredskapTed Anderssonsäger att det var ett plastbord som brann vilket upptäcktes av en förbipasserande som larmade om branden. – Polisen var först på plats och de släckte branden. Sedan var räddningsverket dit också, berättar Andersson.","Inga stora skador efter branden vid restaurang Fyren Det uppstod endast mindre skador under nattens brand utanför restaurang Fyren. Jakob Grajewskisom driver restaurangen medJessica Westerlundsäger att det är en del sotskador och ett par trasiga fönster vid entrén som man måste åtgärda, men verksamheten kan fortsätta som vanligt tack vare att det inte blev några rökskador inomhus. – Det är en tråkig start för oss, men det kunde ha gått betydligt värre, säger Jakob Grajewski. Polisen har inlett utredningsarbetet och försäkringsbolaget har också inspekterat skadorna. Vad branden beror på är ännu oklart. Räddningsledare i beredskapTed Anderssonsäger att det var ett plastbord som brann vilket upptäcktes av en förbipasserande som larmade om branden. – Polisen var först på plats och de släckte branden. Sedan var räddningsverket dit också, berättar Andersson.","No major damage after the fire at restaurant Fyren There were only minor injuries during the night's fire outside restaurant Fyren. Jakob Grajewski, who runs the restaurant with Jessica Westerlund, says that there is some soot damage and a couple of broken windows at the entrance that need to be repaired, but business can continue as usual thanks to the fact that there was no smoke damage inside. - It's a boring start for us, but it could have gone much worse, says Jakob Grajewski. The police have started the investigation and the insurance company has also inspected the damage. The cause of the fire is still unclear. Rescue leader on standby Ted Andersson says that it was a plastic table that was on fire, which was discovered by a passerby who raised the alarm about the fire. - The police were first on the scene and they extinguished the fire. Then the rescue service was there too, says Andersson.",business,negative,0.40615010261535645,True
1,https://www.alandsradio.ax/nyheter/aland-nekas-handlingar-pa-svenska-efter-domstolsbeslut,2026-05-06 15:35:26.498224,Åland nekas handlingar på svenska efter domstolsbeslut,"Vasa förvaltningsdomstol avslår landskapsregeringens besvär om att de inte fick handlingar på svenska i ett ärende om en ny fiskodling i Skärgårdshavet. Det var år 2023 som Nordic Trout sökte om tillstånd för en ny fiskodling i Skärgårdshavet, två kilometer utanför Ålands territorium. Innan tillståndet beviljades begärde tillståndsmyndigheten, regionförvaltningsverket i södra Finland, ett utlåtande från Åland. Handlingarna skickades bara på finska och det lämnade LR in besvär emot, de ville ha en översättning till svenska. Men Vasa förvaltningsdomstols slutsats är att en regional eller lokal statsmyndighet bara behöver använda svenska om Åland hör till deras verksamhetsområde. Och eftersom den planerade fiskodlingen ligger utanför Ålands gräns så gäller inte den skyldigheten. Landskapsregeringen och en privatperson hade dessutom sökt ändring i tillståndsbeslutet på basis av verksamhetens utsläpp. Förvaltningsdomstolen ansåg att verksamhetens skadliga påverkan på miljön var ringa och avslog besvären.","Åland nekas handlingar på svenska efter domstolsbeslut Vasa förvaltningsdomstol avslår landskapsregeringens besvär om att de inte fick handlingar på svenska i ett ärende om en ny fiskodling i Skärgårdshavet. Det var år 2023 som Nordic Trout sökte om tillstånd för en ny fiskodling i Skärgårdshavet, två kilometer utanför Ålands territorium. Innan tillståndet beviljades begärde tillståndsmyndigheten, regionförvaltningsverket i södra Finland, ett utlåtande från Åland. Handlingarna skickades bara på finska och det lämnade LR in besvär emot, de ville ha en översättning till svenska. Men Vasa förvaltningsdomstols slutsats är att en regional eller lokal statsmyndighet bara behöver använda svenska om Åland hör till deras verksamhetsområde. Och eftersom den planerade fiskodlingen ligger utanför Ålands gräns så gäller inte den skyldigheten. Landskapsregeringen och en privatperson hade dessutom sökt ändring i tillståndsbeslutet på basis av verksamhetens utsläpp. Förvaltningsdomstolen ansåg att verksamhetens skadliga påverkan på miljön var ringa och avslog besvären.","Åland denied documents in Swedish after court decision The Vaasa administrative court rejects the provincial government's complaint that they did not receive documents in Swedish in a case about a new fish farm in the Archipelago Sea. It was in 2023 that Nordic Trout applied for permission for a new fish farm in the Archipelago Sea, two kilometers outside the territory of Åland. Before the permit was granted, the permit authority, the Regional Administrative Board of Southern Finland, requested a statement from Åland. The documents were only sent in Finnish and LR filed a complaint against that, they wanted a translation into Swedish. But the Vaasa Administrative Court's conclusion is that a regional or local state authority only needs to use Swedish if Åland is part of their area of ​​operation. And since the planned fish farming is outside Åland's border, that obligation does not apply. The provincial government and a private person had also applied for a change in the permit decision on the basis of the activity's emissions. The administrative court considered that the activity's harmful impact on the environment was minor and rejected the complaints.",sport,negative,0.4713340401649475,True
2,https://www.alandsradio.ax/nyheter/finstrom-vill-klargora-kostnadsansvar-for-vattenskydd,2026-05-06 15:35:26.651031,Finström vill klargöra kostnadsansvar för vattenskydd,"Finström vill diskutera vilket kostnadsansvar Ålands vatten Ab har för åtgärder inom vattenskyddsområden. Det kan till exempel handla om kostnader för nivåhöjningar i Markusbölefjärden och Långsjön samt åtgärder i avloppsnätet för att minska risken för läckage till vattentäkterna. Inför Ålands vattens bolagsstämma önskar man att det här förs in som en punkt på agendan. Råvattentäkterna Långsjön och Markusbölefjärden ligger delvis respektive helt i Finström, och kommunen har flera gånger framhållit att bolagets intressenter gemensamt bör betala för åtgärder som syftar till att trygga tillgången på råvatten. Finström vill att stämman skall ge Ålands vattens styrelse i uppdrag att ta fram principer för hur kostnader kan fördelas i framtiden.","Finström vill klargöra kostnadsansvar för vattenskydd Finström vill diskutera vilket kostnadsansvar Ålands vatten Ab har för åtgärder inom vattenskyddsområden. Det kan till exempel handla om kostnader för nivåhöjningar i Markusbölefjärden och Långsjön samt åtgärder i avloppsnätet för att minska risken för läckage till vattentäkterna. Inför Ålands vattens bolagsstämma önskar man att det här förs in som en punkt på agendan. Råvattentäkterna Långsjön och Markusbölefjärden ligger delvis respektive helt i Finström, och kommunen har flera gånger framhållit att bolagets intressenter gemensamt bör betala för åtgärder som syftar till att trygga tillgången på råvatten. Finström vill att stämman skall ge Ålands vattens styrelse i uppdrag att ta fram principer för hur kostnader kan fördelas i framtiden.","Finström wants to clarify cost responsibility for water protection Finström wants to discuss what cost responsibility Ålands vatten Ab has for measures in water protection areas. It could, for example, be about costs for level increases in Markusbölefjärden and Långsjön as well as measures in the sewage network to reduce the risk of leakage to the water sources. Before Åland Water's general meeting, it is hoped that this will be included as an item on the agenda. The raw water sources Långsjön and Markusbölefjärden are partially and completely located in Finström, and the municipality has repeatedly emphasized that the company's stakeholders should jointly pay for measures aimed at securing access to raw water. Finström wants the general meeting to give Åland Water's board the task of drawing up principles for how costs can be distributed in the future.",business,positive,0.36543577909469604,True
3,https://www.alandsradio.ax/nyheter/forbattrat-kvartalsresultat-for-birka-gotland-1,2026-05-06 15:35:26.802676,Förbättrat kvartalsresultat för Birka Gotland,"Birka Gotland visar ett förbättrat resultat för januari–mars jämfört med samma period i fjol. Det skriver Gotlandsbolagets vdBjörn Nilssoni en kommentar till koncernens kvartalsrapport som publicerades i dag onsdag. Uppgången för Birka Gotland beror framför allt på de åtgärder som genomförts under fjolåret för att effektivisera verksamheten. – Vi ser även en viss positiv utveckling för ombordförsäljning per passagerare, skriver Nilsson. Antalet passagerare var lite färre än under fjolårets första kvartal och det beror på att en dockning gjordes. Gotlandsbolaget i stort gjorde ett justerat rörelseresultat på - 192,7 miljoner euro, en försämring från fjolåret då kvartalsunderskottet var 177,3 miljoner euro. Björn Nilsson konstaterar att det första kvartalet är lågsäsong och därmed var det väntat med ett negativa siffror. Nu förbereder man sig inför högsäsong och när det gäller Birka Gotland är Gotlandsbolaget särskilt glada för att Visbykryssningarna har mycket goda bokningssiffror.","Förbättrat kvartalsresultat för Birka Gotland Birka Gotland visar ett förbättrat resultat för januari–mars jämfört med samma period i fjol. Det skriver Gotlandsbolagets vdBjörn Nilssoni en kommentar till koncernens kvartalsrapport som publicerades i dag onsdag. Uppgången för Birka Gotland beror framför allt på de åtgärder som genomförts under fjolåret för att effektivisera verksamheten. – Vi ser även en viss positiv utveckling för ombordförsäljning per passagerare, skriver Nilsson. Antalet passagerare var lite färre än under fjolårets första kvartal och det beror på att en dockning gjordes. Gotlandsbolaget i stort gjorde ett justerat rörelseresultat på - 192,7 miljoner euro, en försämring från fjolåret då kvartalsunderskottet var 177,3 miljoner euro. Björn Nilsson konstaterar att det första kvartalet är lågsäsong och därmed var det väntat med ett negativa siffror. Nu förbereder man sig inför högsäsong och när det gäller Birka Gotland är Gotlandsbolaget särskilt glada för att Visbykryssningarna har mycket goda bokningssiffror.","Improved quarterly result for Birka Gotland Birka Gotland shows an improved result for January–March compared to the same period last year. That's what Gotlandsbolaget's CEO Björn Nilssoni writes in a comment to the group's quarterly report, which was published today, Wednesday. The upswing for Birka Gotland is primarily due to the measures implemented last year to streamline operations. - We also see a certain positive development for on-board sales per passenger, writes Nilsson. The number of passengers was a little less than in the first quarter of last year and that is because a docking was done. Gotlandsbolaget as a whole made an adjusted operating profit of - 192.7 million euros, a deterioration from last year when the quarterly deficit was 177.3 million euros. Björn Nilsson states that the first quarter is the off-season and thus negative figures were expected. Now they are preparing for the high season and when it comes to Birka Gotland, the Gotlands company is particularly happy that Visby cruises have very good booking figures.",business,positive,0.21790464222431183,False
4,https://www.alandsradio.ax/nyheter/landskapet-vill-samordna-kommunernas-byggplanering,2026-05-06 15:35:27.039006,Landskapet vill samordna kommunernas byggplanering,"Landskapsregeringen vill ta över kommunöversikterna från kommunerna. En kommunöversikt är en översikt som görs upp av kommunen till vägledning för beslut i plan- och byggfrågor. – I dag används inte kommunöversikter som tänkt och vi bedömer att den bättre kan genomföras hos oss, sägerGustav Blomberg, byråchef på allmänna byrån på infrastrukturavdelningen. En av fördelarna med att landskapet tar över översikten är att om en kommun till exempel planerar ett industriområde eller ett bostadsområde så är landskapet med från början och kan i ett tidigt skede planera till exempel väganslutning till landskapets vägar. – Som det är nu kan vi i värsta fall få ett trafikproblem som vi får lösa i efterhand, säger han.","Landskapet vill samordna kommunernas byggplanering Landskapsregeringen vill ta över kommunöversikterna från kommunerna. En kommunöversikt är en översikt som görs upp av kommunen till vägledning för beslut i plan- och byggfrågor. – I dag används inte kommunöversikter som tänkt och vi bedömer att den bättre kan genomföras hos oss, sägerGustav Blomberg, byråchef på allmänna byrån på infrastrukturavdelningen. En av fördelarna med att landskapet tar över översikten är att om en kommun till exempel planerar ett industriområde eller ett bostadsområde så är landskapet med från början och kan i ett tidigt skede planera till exempel väganslutning till landskapets vägar. – Som det är nu kan vi i värsta fall få ett trafikproblem som vi får lösa i efterhand, säger han.","The county wants to coordinate the municipalities' construction planning The county government wants to take over the municipal overviews from the municipalities. A municipal overview is an overview drawn up by the municipality to guide decisions in planning and construction matters. - Today, municipal overviews are not used as intended and we judge that it can be better implemented with us, says Gustav Blomberg, head of the office at the general office in the infrastructure department. One of the advantages of the landscape taking over the overview is that if a municipality plans, for example, an industrial area or a residential area, the landscape is involved from the beginning and can at an early stage plan, for example, road connections to the landscape's roads. - As it is now, in the worst case we can have a traffic problem that we have to solve afterwards, he says.",politics,negative,0.2851305305957794,True
5,https://www.alandsradio.ax/nyheter/nu-har-godbykorsningen-bullerremsor-forsta-testet-pa-aland,2026-05-06 15:35:27.217709,Nu har Godbykorsningen bullerremsor – första testet på Åland,"Nu har så kallade bullerremsor installerats i Godbykorsningen.Åtgärden gjordes under tisdagen och är en av de förbättringar som föreslogs i den utredning landskapsregeringen lät göra om korsningen i fjol. Bullerremsorna fästs 50 meter från korsningen i backen tvärs över grupperingsfältet från Mariehamnshållet mot Godby. VägmästareRobert Karlssonförklarar att bilen burrar till då man kör över remsorna. Tanken är att få ner farten och att bilisten ska få ökad uppmärksamhet på den kommande väjningsplikten i korsningen. Det är första gången bullerremsor används på Åland. – Vi har valt att göra ett försök då det är ett billigt alternativ som är lätt att sätta dit. Faller det inte väl ut är de lätta att ta bort, säger Karlsson. Bullerremsorna har fästs på prov, men om försöket blir lyckat blir de en permanent lösning.","Nu har Godbykorsningen bullerremsor – första testet på Åland Nu har så kallade bullerremsor installerats i Godbykorsningen.Åtgärden gjordes under tisdagen och är en av de förbättringar som föreslogs i den utredning landskapsregeringen lät göra om korsningen i fjol. Bullerremsorna fästs 50 meter från korsningen i backen tvärs över grupperingsfältet från Mariehamnshållet mot Godby. VägmästareRobert Karlssonförklarar att bilen burrar till då man kör över remsorna. Tanken är att få ner farten och att bilisten ska få ökad uppmärksamhet på den kommande väjningsplikten i korsningen. Det är första gången bullerremsor används på Åland. – Vi har valt att göra ett försök då det är ett billigt alternativ som är lätt att sätta dit. Faller det inte väl ut är de lätta att ta bort, säger Karlsson. Bullerremsorna har fästs på prov, men om försöket blir lyckat blir de en permanent lösning.","Now the Godby crossing has noise strips - first test on Åland So-called noise strips have now been installed at the Godby crossing. The action was taken on Tuesday and is one of the improvements that were proposed in the investigation the provincial government commissioned into the crossing last year. The noise strips are fixed 50 meters from the intersection on the hill across the grouping field from Mariehamnshållet towards Godby. Roadmaster Robert Karlsson explains that the car rumbles when you drive over the strips. The idea is to reduce the speed and for the motorist to pay more attention to the upcoming right-of-way at the intersection. It is the first time noise strips have been used on Åland. - We have chosen to give it a try as it is a cheap alternative that is easy to install. If it doesn't turn out well, they are easy to remove, says Karlsson. The noise strips have been attached on a trial basis, but if the trial is successful they will become a permanent solution.",sport,positive,0.16153459250926971,False
6,https://www.alandsradio.ax/nyheter/nattlig-brand-vid-restaurang-fyren,2026-05-06 15:35:27.376649,Nattlig brand vid restaurang Fyren,"En brand uppstod strax utanför restaurangen Fyren på torget i Mariehamn natten till onsdagen. Räddningsledare i beredskapTed Anderssonberättar att det var ett plastbord som brann och en förbipasserande larmade. – Polisen var först på plats och de släckte branden. Sedan var räddningsverket dit också, berättar Andersson. Själva restaurangen fick enligt Andersson mindre skador på fasaden. Polisen ska nu utreda hur branden kan ha uppstått.","Nattlig brand vid restaurang Fyren En brand uppstod strax utanför restaurangen Fyren på torget i Mariehamn natten till onsdagen. Räddningsledare i beredskapTed Anderssonberättar att det var ett plastbord som brann och en förbipasserande larmade. – Polisen var först på plats och de släckte branden. Sedan var räddningsverket dit också, berättar Andersson. Själva restaurangen fick enligt Andersson mindre skador på fasaden. Polisen ska nu utreda hur branden kan ha uppstått.","Nighttime fire at restaurant Fyren A fire broke out just outside the restaurant Fyren on the square in Mariehamn on Wednesday night. Rescue leader on standby Ted Andersson says that it was a plastic table that caught fire and a passer-by raised the alarm. - The police were first on the scene and they extinguished the fire. Then the rescue service was there too, says Andersson. According to Andersson, the restaurant itself suffered minor damage to the facade. The police will now investigate how the fire may have started.",sport,negative,0.4473479986190796,True
7,https://www.alandsradio.ax/nyheter/okad-omsattning-men-lagre-vinst-for-finnlines-under-forsta-kvartalet,2026-05-06 15:35:27.543155,Ökad omsättning men lägre vinst för Finnlines under första kvartalet,"Finnlines omsättning för årets första kvartal steg med sju procent till 176,9 miljoner euro. Det berättar rederiet i ett pressmeddelande. Samtidigt försämrades rörelseresultatet en aning. Det uppgick till 32,8 miljoner euro under första kvartalet. VdThomas Doepelförklarar det svagare resultatet med konflikten i Mellanöstern. USA:s och Israels attack mot Iran och den påföljande stängningen av Hormuzsundet har stört oljemarknaden kraftigt. – För Finnlines syntes detta omedelbart i form av kraftiga uppgångar i bränslepriserna och ökad prisvolatilitet, säger Doepel. Han konstaterar även att EU:s system för utsläppshandel från och med i år innebär att fartyg ska täcka 100 procent av sina utsläpp, vilket också det medför betydande kostnader. Kostnadsökningarna till trots beskriver Doepel bolagets finansiella ställning som stark. Under årets första kvartal reste 162 000 privatpassagerare och yrkesförare med Finnlines.","Ökad omsättning men lägre vinst för Finnlines under första kvartalet Finnlines omsättning för årets första kvartal steg med sju procent till 176,9 miljoner euro. Det berättar rederiet i ett pressmeddelande. Samtidigt försämrades rörelseresultatet en aning. Det uppgick till 32,8 miljoner euro under första kvartalet. VdThomas Doepelförklarar det svagare resultatet med konflikten i Mellanöstern. USA:s och Israels attack mot Iran och den påföljande stängningen av Hormuzsundet har stört oljemarknaden kraftigt. – För Finnlines syntes detta omedelbart i form av kraftiga uppgångar i bränslepriserna och ökad prisvolatilitet, säger Doepel. Han konstaterar även att EU:s system för utsläppshandel från och med i år innebär att fartyg ska täcka 100 procent av sina utsläpp, vilket också det medför betydande kostnader. Kostnadsökningarna till trots beskriver Doepel bolagets finansiella ställning som stark. Under årets första kvartal reste 162 000 privatpassagerare och yrkesförare med Finnlines.","Increased turnover but lower profit for Finnlines during the first quarter Finnlines' turnover for the first quarter of the year rose by seven percent to 176.9 million euros. The shipping company says so in a press release. At the same time, operating profit deteriorated slightly. It amounted to 32.8 million euros during the first quarter. CEOThomas Doepel explains the weaker result with the conflict in the Middle East. The US and Israeli attack on Iran and the subsequent closure of the Strait of Hormuz have greatly disrupted the oil market. - For Finnlines, this was immediately visible in the form of sharp increases in fuel prices and increased price volatility, says Doepel. He also notes that the EU's system for emissions trading from this year means that ships must cover 100 percent of their emissions, which also entails significant costs. Despite the cost increases, Doepel describes the company's financial position as strong. During the first quarter of the year, 162,000 private passengers and professional drivers traveled with Finnlines.",business,positive,0.36994320154190063,True
8,https://www.alandsradio.ax/nyheter/enklingebor-att-inte-fa-ringa-till-farjan-ar-problematiskt,2026-05-06 15:35:27.688509,Enklingebor: Att inte få ringa till färjan är problematiskt,"Det orsakar problem för Kumlinge- och Enklingebor när man inte längre ska ringa direkt till skärgårdsfärjan. Det lyfter trafikarbetsgruppen i Kumlinge i en insändare i lokaltidningarna i dag. En boende på Enklinge har också skickat en skrivelse direkt tillIda Mannsom är byråchef på transportbyrån. Skribenterna pekar bland annat på att man tidigare avbokat via mess eller samtal till färjan när webbokningen varit stängd. Det kan ha handlat om att man blivit sjuk och inte kunnat åka på jobb, eller att barnen haft så mycket läxor att de behövt stanna hemma från kvällsaktiviteter på Kumlinge. “Nu får vi antingen tvinga iväg barnen eller så får vi böter för no show”, konstaterar skribenterna. De lyfter också problem för jordbrukare då det inte går att boka tunga fordon på webben. Om det lovas gynnsamt väder för höarbete under en helg har man tidigare ringt färjan och bokat in traktor med balmaskin. Nu får höarbetet vänta tills Ålandstrafiken öppnar på måndag, menar skribenterna. InfrastrukturministerCamilla Gunell(S) sade under lagtingets frågestund i onsdags att landskapet jobbar med att ta fram riktlinjer för när färjan alternativt Ålandstrafiken ska kontaktas. Hon sade också att det inte finns några förbud mot att kontakta en brygga.","Enklingebor: Att inte få ringa till färjan är problematiskt Det orsakar problem för Kumlinge- och Enklingebor när man inte längre ska ringa direkt till skärgårdsfärjan. Det lyfter trafikarbetsgruppen i Kumlinge i en insändare i lokaltidningarna i dag. En boende på Enklinge har också skickat en skrivelse direkt tillIda Mannsom är byråchef på transportbyrån. Skribenterna pekar bland annat på att man tidigare avbokat via mess eller samtal till färjan när webbokningen varit stängd. Det kan ha handlat om att man blivit sjuk och inte kunnat åka på jobb, eller att barnen haft så mycket läxor att de behövt stanna hemma från kvällsaktiviteter på Kumlinge. “Nu får vi antingen tvinga iväg barnen eller så får vi böter för no show”, konstaterar skribenterna. De lyfter också problem för jordbrukare då det inte går att boka tunga fordon på webben. Om det lovas gynnsamt väder för höarbete under en helg har man tidigare ringt färjan och bokat in traktor med balmaskin. Nu får höarbetet vänta tills Ålandstrafiken öppnar på måndag, menar skribenterna. InfrastrukturministerCamilla Gunell(S) sade under lagtingets frågestund i onsdags att landskapet jobbar med att ta fram riktlinjer för när färjan alternativt Ålandstrafiken ska kontaktas. Hon sade också att det inte finns några förbud mot att kontakta en brygga.","Enklinge residents: Not being allowed to call the ferry is problematic It causes problems for Kumlinge and Enklinge residents when you no longer have to call directly to the archipelago ferry. This is highlighted by the traffic working group in Kumlinge in an article in the local newspapers today. A resident of Enklinge has also sent a letter directly to Ida Mann, who is the agency manager at the transport agency. The writers point out, among other things, that they had previously canceled via message or call to the ferry when online booking had been closed. It could have been about getting sick and not being able to go to work, or the children having so much homework that they had to stay home from evening activities at Kumlinge. ""Now we either have to force the children away or we get fined for no show"", the writers note. They also raise problems for farmers as it is not possible to book heavy vehicles on the web. If favorable weather is promised for hay work during a weekend, the ferry has previously been called and a tractor with a baler has been booked. Now the hay work has to wait until the Åland traffic opens on Monday, say the writers. Infrastructure Minister Camilla Gunell(S) said during the legislative session on Wednesday that the province is working on developing guidelines for when the ferry or Åland traffic should be contacted. She also said that there are no prohibitions against contacting a bridge.",politics,negative,0.3056587874889374,True
9,https://www.alandsradio.ax/nyheter/medaljer-for-alandska-islandshastryttare,2026-05-06 15:35:27.825777,Medaljer för åländska islandshästryttare,Islandshästryttarna Heini och Helmi Lindqvist fick med sig medaljer hem frånen tävling i Sandviken i Sverige nyligen. Heini Lindqvist deltog i en världsrankingtävling med hästen Dimma och ekipaget vann stilpassklassen PP1och blev fyra i F1 femgång. Helmi Lindqvist deltog i en nivå 4-tävling med hästen Títan och i sin åldersklass vann de fyrgångsklassen V5. De tog också en andraplacering i T8 tölt.,Medaljer för åländska islandshästryttare Islandshästryttarna Heini och Helmi Lindqvist fick med sig medaljer hem frånen tävling i Sandviken i Sverige nyligen. Heini Lindqvist deltog i en världsrankingtävling med hästen Dimma och ekipaget vann stilpassklassen PP1och blev fyra i F1 femgång. Helmi Lindqvist deltog i en nivå 4-tävling med hästen Títan och i sin åldersklass vann de fyrgångsklassen V5. De tog också en andraplacering i T8 tölt.,Medals for Åland Icelandic horse riders The Icelandic horse riders Heini and Helmi Lindqvist brought home medals from a competition in Sandviken in Sweden recently. Heini Lindqvist took part in a world ranking competition with the horse Dimma and the team won the style pass class PP1 and was fourth in F1 five times. Helmi Lindqvist participated in a level 4 competition with the horse Títan and in his age group they won the four-legged class V5. They also took second place in the T8 tölt.,sport,positive,0.08213195204734802,False
